USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
root,738,105,0.1,24892,18844,pts/0,R,19:41,245,../run_base_test_mytest-64.0000/leela_r_base.mytest-64 test.sgf
root,3097,102,0.1,26584,20708,pts/0,R,19:43,325,../run_peak_test_mytest-64.0000/leela_r_peak.mytest-64 test.sgf
root,5070,101,0.1,16036,12992,pts/0,R,19:48,585,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,100,0.1,16660,13844,pts/0,R,19:48,590,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,16660,13844,pts/0,R,19:48,595,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.5,0.1,16660,13844,pts/0,R,19:48,600,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.4,0.1,16792,13908,pts/0,R,19:48,605,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,16944,13980,pts/0,R,19:48,610,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,17092,14100,pts/0,R,19:48,615,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,17092,14100,pts/0,R,19:48,620,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,17240,14224,pts/0,R,19:48,625,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,17388,14340,pts/0,R,19:48,630,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,17536,14444,pts/0,R,19:48,635,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,17684,14548,pts/0,R,19:48,640,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,17832,14656,pts/0,R,19:48,645,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,20280,16772,pts/0,R,19:48,650,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,20428,16988,pts/0,R,19:48,655,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,20576,17112,pts/0,R,19:48,660,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,20724,17236,pts/0,R,19:48,665,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,20724,17360,pts/0,R,19:48,670,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,20872,17360,pts/0,R,19:48,675,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.0,0.1,21020,17488,pts/0,R,19:48,680,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,21172,17612,pts/0,R,19:48,685,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,21320,17728,pts/0,R,19:48,690,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,5070,99.1,0.1,21468,17856,pts/0,R,19:48,695,../run_base_train_mytest-64.0001/leela_r_base.mytest-64 train.sgf
root,6239,102,0.1,15896,12752,pts/0,R,19:53,935,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.2,0.1,16520,13604,pts/0,R,19:53,940,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.6,0.1,16520,13604,pts/0,R,19:53,945,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.3,0.1,16520,13604,pts/0,R,19:53,950,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.1,0.1,16652,13668,pts/0,R,19:53,955,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.0,0.1,16804,13740,pts/0,R,19:53,960,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,99.0,0.1,16952,13860,pts/0,R,19:53,965,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.8,0.1,16952,13860,pts/0,R,19:53,970,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.8,0.1,17100,13984,pts/0,R,19:53,975,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.9,0.1,17248,14100,pts/0,R,19:53,980,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.9,0.1,17396,14204,pts/0,R,19:53,985,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.9,0.1,17544,14308,pts/0,R,19:53,990,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.9,0.1,17692,14416,pts/0,R,19:53,995,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
root,6239,98.9,0.1,20140,16532,pts/0,R,19:53,1000,../run_peak_train_mytest-64.0000/leela_r_peak.mytest-64 train.sgf
